Description,Price,Rating,Review_count,Url
"Soontrans Red Gaming Chair with Footrest for 400lbs Big and Tall Person,Ergonomic High-Back Heavy Duty Racing Office Computer Gamer Chair,Game Chair with Massage Lumbar Pillow and Headrest",$269.00,4.0 out of 5 stars,763,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A01040132VJCYEJN6DZEA&url=%2FSoontrans-Footrest-Ergonomic-High-Back-Computer%2Fdp%2FB08XXQ32KK%2Fref%3Dsr_1_393_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103729%26sr%3D8-393-spons%26psc%3D1&qualifier=1658103729&id=847893487269990&widgetName=sp_mtf
"MUZII Gaming Chairs for Adults, Ergonomic Racing Style Video Game Chairs High Back Reclining Gamer Chair with Lumbar Support and Headrest Computer Chair for Kids Teens Adults Blue",$129.99,4.5 out of 5 stars,178,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A06650681VGLFF24OQO9P&url=%2FMUZII-Ergonomic-Reclining-Headrest-Computer%2Fdp%2FB09YHKHL1X%2Fref%3Dsr_1_394_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103729%26sr%3D8-394-spons%26psc%3D1&qualifier=1658103729&id=847893487269990&widgetName=sp_mtf
SITMOD Gaming Chair with Footrest-Computer Ergonomic Video Game Chair-Backrest and Seat Height Adjustable Swivel Task Chair for Adults with Headrest and Lumbar Support(Blue)-Fabric,$199.00,4.1 out of 5 stars,44,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A02368951D8ARGMYHI43&url=%2FSITMOD-Footrest-Computer-Ergonomic-Chair-Backrest-Adjustable%2Fdp%2FB09ZYD4PY5%2Fref%3Dsr_1_395_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103729%26sr%3D8-395-spons%26psc%3D1&qualifier=1658103729&id=847893487269990&widgetName=sp_mtf
"X Rocker 5172601 Gaming Chair, 36.81 x 32.28 x 20.89, Black/Red Piping",$189.99,4.5 out of 5 stars,"1,649",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_1?ie=UTF8&adId=A00439243CRUX269RJBGC&url=%2FRocker-5172601-Bluetooth-Gaming-Piping%2Fdp%2FB00CTIA5P6%2Fref%3Dsr_1_396_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103729%26sr%3D8-396-spons%26psc%3D1&qualifier=1658103729&id=847893487269990&widgetName=sp_btf
MUZII Gaming Computer Chair Video Game Chair PU Leather Ergonomic Adjustable Racing Office Desk Chair with Wheels for Teens and Kids Purple,$99.99,4.2 out of 5 stars,979,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_1?ie=UTF8&adId=A07614791JYVZTMOLTEJQ&url=%2FMUZII-Computer-Leather-Ergonomic-Adjustable%2Fdp%2FB09QHRR8ZF%2Fref%3Dsr_1_433_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103732%26sr%3D8-433-spons%26psc%3D1%26smid%3DA14MB4USO4XU9T&qualifier=1658103732&id=1083654217258158&widgetName=sp_atf_next
"X Rocker, 0778001, Wireless 2.0 Bluetooth Executive Office Chair, Black/Chrome",$178.48,3.2 out of 5 stars,20,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_1?ie=UTF8&adId=A002743622PCQ0H57CSD1&url=%2FRocker-Deluxe-Executive-Office-Chair%2Fdp%2FB01M30WB9C%2Fref%3Dsr_1_434_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103732%26sr%3D8-434-spons%26psc%3D1&qualifier=1658103732&id=1083654217258158&widgetName=sp_atf_next
"Gaming Chair, DualThunder DT530 Gamer Chair Gaming Chairs for Adults Teens, Home Office Chair Computer Desk Chair with Flip UP Arms, Computer Chairs Video Game Chairs, Executive Office Chair, Red",$99.99,4.6 out of 5 stars,8,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_1?ie=UTF8&adId=A04995311ZIY34KPFY4PV&url=%2FGaming-DualThunder-Chairs-Computer-Executive%2Fdp%2FB09XTPYFTJ%2Fref%3Dsr_1_435_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103732%26sr%3D8-435-spons%26psc%3D1&qualifier=1658103732&id=1083654217258158&widgetName=sp_atf_next
"Lordwey Ergonomic Office Chair with Adjustable Armrests, Mid Back Mesh Computer Chair with Adjustable Height,Office Desk Chair with Wheels for Adults Black",$159.99,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_1?ie=UTF8&adId=A0736840317ME31VB14I2&url=%2FLordwey-Ergonomic-Adjustable-Armrests-Computer%2Fdp%2FB09ZTR2HVL%2Fref%3Dsr_1_436_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103732%26sr%3D8-436-spons%26psc%3D1&qualifier=1658103732&id=1083654217258158&widgetName=sp_atf_next
"Toszn Office Chairs, Gaming Chair Swivel Ergonomic Computer Desk Chair with Mesh Padded Seat Adjustable Video Gamr Chairs for Teens, Back Support and PU Leather Armrest Black",$106.99,4.1 out of 5 stars,481,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A06378174OTNC4IYOWVN&url=%2FErgonomic-Computer-Adjustable-Comfortable-Armrests%2Fdp%2FB096MLFTFY%2Fref%3Dsr_1_437_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103732%26sr%3D8-437-spons%26psc%3D1&qualifier=1658103732&id=1083654217258158&widgetName=sp_mtf
Next Level Racing Pro Gaming Chair Leather Edition (NLR-G002),$352.34,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A08202741N57Z671W2V98&url=%2FNext-Level-Racing-Leather-NLR-G002%2Fdp%2FB09ZD2CKV1%2Fref%3Dsr_1_438_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103732%26sr%3D8-438-spons%26psc%3D1&qualifier=1658103732&id=1083654217258158&widgetName=sp_mtf
"Gaming Office Chairs - Ergonomic Computer Gamer Chairs, Adjustable Height & Swivel, Padded Armrest & Lumbar Support Mid Back Leather Office Desk Chair",$99.00,4.4 out of 5 stars,44,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A0933845REKT59HE68Z6&url=%2FGaming-Office-Chairs-Ergonomic-Adjustable%2Fdp%2FB0B2VVRMP9%2Fref%3Dsr_1_439_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103732%26sr%3D8-439-spons%26psc%3D1&qualifier=1658103732&id=1083654217258158&widgetName=sp_mtf
"piorlado Ergonomic Mesh Office Chair, High Back Computer Swivel Desk Chair with Adjustable Headrest, Tilt Function, Lumbar Support and Fixed Armrest Gaming Chair(Black)",$99.99,4.1 out of 5 stars,24,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A004252935NEORS629DCB&url=%2Fpiorlado-Ergonomics-Adjustable-Headrests-Backrest%2Fdp%2FB097MRNBX6%2Fref%3Dsr_1_440_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103732%26sr%3D8-440-spons%26psc%3D1&qualifier=1658103732&id=1083654217258158&widgetName=sp_mtf
S*MAX Gaming Chair with Wide Seat Ergonomic Computer Gamer Chair with 4D Armrest Creamy PU Leather Headrest and Lumbar Support Racing Style High Back Video Game Chairs for Adults Black and Red,$239.99,4.3 out of 5 stars,32,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A046883926EXNZA5KYARD&url=%2FErgonomic-Computer-Armrest-Leather-Headrest%2Fdp%2FB0925H6Y6D%2Fref%3Dsr_1_441_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103732%26sr%3D8-441-spons%26psc%3D1&qualifier=1658103732&id=1083654217258158&widgetName=sp_mtf
SITMOD Gaming Chair with Footrest-PC Computer Ergonomic Video Game Chair-Backrest and Seat Height Adjustable Swivel Task Chair for Adults with Headrest and Lumbar Support(Grey)-Fabric,$199.00,4.1 out of 5 stars,44,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A02369512VEQHGFA2UL1T&url=%2FSITMOD-Footrest-PC-Ergonomic-Chair-Backrest-Adjustable%2Fdp%2FB09TPDZLR5%2Fref%3Dsr_1_442_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103732%26sr%3D8-442-spons%26psc%3D1&qualifier=1658103732&id=1083654217258158&widgetName=sp_mtf
"Ninecer Ergonomic Gaming Chair Cheap, Racing Style High Back Office Chair Computer Chair, PU Material with Padded Armrests and Height Adjustment Video Game Chair (Red)…",$99.99,4.2 out of 5 stars,213,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_1?ie=UTF8&adId=A09433537Z8FQ3TRVZTC&url=%2FNinecer-Ergonomic-Computer-Material-Adjustment%2Fdp%2FB09V55NG73%2Fref%3Dsr_1_443_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103732%26sr%3D8-443-spons%26psc%3D1&qualifier=1658103732&id=1083654217258158&widgetName=sp_btf
OUTFINE Office Chair Executive Office Chair Desk Chair Computer Chair with Ergonomic Support Tilting Function Upholstered in Leather,$169.99,4.5 out of 5 stars,280,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_1?ie=UTF8&adId=A09914823FPL7TOUKWD6N&url=%2FOUTFINE-Executive-Computer-Ergonomic-Upholstered%2Fdp%2FB08MTN8SR4%2Fref%3Dsr_1_444_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103732%26sr%3D8-444-spons%26psc%3D1&qualifier=1658103732&id=1083654217258158&widgetName=sp_btf
"MUZII DT530 Gaming Chair Ergonomic Computer Executive Office Chair, PU Leather Office Desk Chair Comfortable Padded Armrest and Flip-up Armrests for Teens Adults Red",$109.99,4.2 out of 5 stars,979,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_1?ie=UTF8&adId=A051923126Y6LH11ITE2S&url=%2FMUZII-Ergonomic-Computer-Executive-Comfortable%2Fdp%2FB09XQD8Z8L%2Fref%3Dsr_1_481_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103737%26sr%3D8-481-spons%26psc%3D1&qualifier=1658103737&id=7971471899757763&widgetName=sp_atf_next
"Dvenger Office Desk Chairs, Office Chairs Clearance, Video Game Chairs, Gaming Chairs, Computer Gaming Chair, Gaming Chairs for Teens, Adults and Gamer, Black",$99.99,4.3 out of 5 stars,518,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_1?ie=UTF8&adId=A07648672JIAAPYCAO55F&url=%2FDvenger-Office-Chairs-Clearance-Computer%2Fdp%2FB09JZ9TKK1%2Fref%3Dsr_1_482_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103737%26sr%3D8-482-spons%26psc%3D1&qualifier=1658103737&id=7971471899757763&widgetName=sp_atf_next
"DualThunder Gaming Chairs, Gaming Chairs for Adults Teens Gamer, Ergonomic Video Game Chairs High Back Computer Chairs, Racing Reclining Office Chairs Adjustable Headrest and Lumbar Support, Red",$99.99,4.3 out of 5 stars,165,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_1?ie=UTF8&adId=A010124939BC374UPW2SH&url=%2FDualThunder-Ergonomic-Computer-Reclining-Adjustable%2Fdp%2FB09QZQX5FK%2Fref%3Dsr_1_483_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103737%26sr%3D8-483-spons%26psc%3D1&qualifier=1658103737&id=7971471899757763&widgetName=sp_atf_next
"Gaming Chair, DualThunder DT530 Gamer Chair Gaming Chairs for Adults Teens, Home Office Chair Computer Desk Chair with Flip UP Arms, Computer Chairs Video Game Chairs, Executive Office Chair, Blue",$109.99,4.6 out of 5 stars,8,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_1?ie=UTF8&adId=A0475667TEEMS70SZXLU&url=%2FGaming-DualThunder-Chairs-Computer-Executive%2Fdp%2FB09XTJXD9T%2Fref%3Dsr_1_484_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103737%26sr%3D8-484-spons%26psc%3D1&qualifier=1658103737&id=7971471899757763&widgetName=sp_atf_next
"Soontrans Gaming Chairs with Footrest, PU Leather Office Chair, Gamer Chair,Ergonomic Game Chair with Height Adjustment, Lumbar Support (Carbon Black)",$149.90,3.9 out of 5 stars,"2,004",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A05748782SK0WQ0ID5BBU&url=%2FSoontrans-Gaming-Chair-Retractable-Adjustment%2Fdp%2FB08GR4QKQZ%2Fref%3Dsr_1_485_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103737%26sr%3D8-485-spons%26psc%3D1&qualifier=1658103737&id=7971471899757763&widgetName=sp_mtf
SITMOD Gaming Chair with Footrest-PC Computer Ergonomic Video Game Chair-Backrest and Seat Height Adjustable Swivel Task Chair for Adults with Headrest and Lumbar Support(Blackwhite)-Fabric,$199.00,4.1 out of 5 stars,44,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A023705139SZSHS4OW6WR&url=%2FSITMOD-Footrest-PC-Chair-Backrest-Adjustable-Blackwhite%2Fdp%2FB09ZTZLVBG%2Fref%3Dsr_1_486_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103737%26sr%3D8-486-spons%26psc%3D1&qualifier=1658103737&id=7971471899757763&widgetName=sp_mtf
"Recaceik Gaming Chair, Ergonomic Gaming Chair with Lumbar Support Headrest Retractable Foot Rest, Reclining Video Gaming Chair Office Chair Back Support Adjustable Swivel Gaming Massage Chair",$209.99,5.0 out of 5 stars,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A00166183FH7VEHCF2HFG&url=%2FRecaceik-Ergonomic-Retractable-Reclining-Adjustable%2Fdp%2FB09WV36YNG%2Fref%3Dsr_1_487_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103737%26sr%3D8-487-spons%26psc%3D1&qualifier=1658103737&id=7971471899757763&widgetName=sp_mtf
"Toszn Office Chairs, Gaming Chair Swivel Ergonomic Computer Desk Chair with Mesh Padded Seat Adjustable Video Gamr Chairs for Teens, Back Support and PU Leather Armrest Blue",$115.99,4.1 out of 5 stars,481,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A08574253B7QQ7SIVCSZC&url=%2FToszn-Ergonomic-Computer-Adjustable-Support%2Fdp%2FB09QHJKBLG%2Fref%3Dsr_1_488_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103737%26sr%3D8-488-spons%26psc%3D1&qualifier=1658103737&id=7971471899757763&widgetName=sp_mtf
"Deco Gear Endurance Series Ergonomic Gaming Chair with Adjustable Head and Lumbar Support, Seat and Armrest Adjustment, 360-Degree Seat Rotation, Plush Neck Support",$169.99,4.5 out of 5 stars,106,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A0161620DULS9QGF6Z5V&url=%2FDeco-Gear-Adjustable-Adjustment-360-Degree%2Fdp%2FB08L6VTXYK%2Fref%3Dsr_1_489_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103737%26sr%3D8-489-spons%26psc%3D1%26smid%3DA13BNE3P7C8THK&qualifier=1658103737&id=7971471899757763&widgetName=sp_mtf
"Office Chair Desk PU Leather Gaming Chair, High Back Ergonomic Adjustable Racing Chair, Task Swivel Office Executive Computer Chair with Adjustable Padded Armrests, Black/Blue",$112.02,4.4 out of 5 stars,67,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg11_1?ie=UTF8&adId=A021193927PHE17USXP5V&url=%2FErgonomic-Adjustable-Executive-Computer-Armrests%2Fdp%2FB09VK5HXW7%2Fref%3Dsr_1_490_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103737%26sr%3D8-490-spons%26psc%3D1&qualifier=1658103737&id=7971471899757763&widgetName=sp_btf
NOUHAUS Velour Office Chair Velvet Computer Chair with Retractable Armrest with Bonus Blade Wheels. Swivel Desk Chair for Desk! Ergonomic Office Chair for Adults (Grey),$274.99,4.5 out of 5 stars,485,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg11_1?ie=UTF8&adId=A006336521XZI2F3Z27YZ&url=%2FNOUHAUS-Computer-Retractable-Armrest-Ergonomic%2Fdp%2FB07ZDJZ4RZ%2Fref%3Dsr_1_491_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103737%26sr%3D8-491-spons%26psc%3D1&qualifier=1658103737&id=7971471899757763&widgetName=sp_btf
Qulomvs Computer Office Chair Spring Cushion Mid Back Executive Desk Chair with Arms PU Leather 360 Swivel Task Chair with Wheels Lumbar Support (Brown),$155.99,4.1 out of 5 stars,666,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg11_1?ie=UTF8&adId=A00343391PJ8NFOZGJT9L&url=%2FQulomvs-Computer-Cushion-Executive-Leather%2Fdp%2FB088GN2CWH%2Fref%3Dsr_1_492_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103737%26sr%3D8-492-spons%26psc%3D1&qualifier=1658103737&id=7971471899757763&widgetName=sp_btf
"X Rocker Official Super Mario Video Rocker-Bowser-All-Star Edition Chair, Green",$99.99,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg12_1?ie=UTF8&adId=A09267653G2LL0AFI8RAF&url=%2FRocker-Official-Super-Mario-Rocker-Bowser-All-Star%2Fdp%2FB09SZ5P4KF%2Fref%3Dsr_1_529_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103740%26sr%3D8-529-spons%26psc%3D1&qualifier=1658103740&id=8691826434416903&widgetName=sp_atf_next
"Blue Whale Massage Gaming Chair with Footrest, Racing PC Computer Office Chair Swivel Ergonomic Executive Leather Desk Chair and Adjustable Armrests",$179.99,4.3 out of 5 stars,276,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg12_1?ie=UTF8&adId=A0309130K9J52RJX3P0E&url=%2FBlue-Whale-Ergonomic-Executive-Adjustable%2Fdp%2FB08XXDNH63%2Fref%3Dsr_1_530_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103740%26sr%3D8-530-spons%26psc%3D1%26smid%3DA10D09KAER4699&qualifier=1658103740&id=8691826434416903&widgetName=sp_atf_next
"Toszn Office Chairs, Gaming Chair Swivel Ergonomic Computer Desk Chair Adjustable Computer Chair with Swivel, Back Support and PU Leather Armrest, Home Work Desk Chairs with Mesh Padded Seat, Blue",$119.99,4.1 out of 5 stars,481,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg12_1?ie=UTF8&adId=A07475359BHFOOY35I7L&url=%2FToszn-Ergonomic-Computer-Adjustable-Support%2Fdp%2FB09T6BTHSQ%2Fref%3Dsr_1_531_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103740%26sr%3D8-531-spons%26psc%3D1&qualifier=1658103740&id=8691826434416903&widgetName=sp_atf_next
"X Rocker Official Super Mario Video Rocker-Peach-All-Star Edition Chair, Pink",$99.99,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg12_1?ie=UTF8&adId=A09316331QDL2LE2VFYH2&url=%2FRocker-Official-Super-Mario-Rocker-Peach-All-Star%2Fdp%2FB09SZ757BT%2Fref%3Dsr_1_532_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103740%26sr%3D8-532-spons%26psc%3D1&qualifier=1658103740&id=8691826434416903&widgetName=sp_atf_next
"Lunarable City Love Office Chair Slipcover, Iconic Elements of Paris Hearts on The Eiffel Tower and a Bicycle, Protective Stretch Decorative Fabric Cover, Standard Size, Purple Pink",$22.99,4.0 out of 5 stars,188,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A0600558WZ9V5MV2LVMK&url=%2FLunarable-Slipcover-Elements-Protective-Decorative%2Fdp%2FB085F24D3D%2Fref%3Dsr_1_533_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103740%26sr%3D8-533-spons%26psc%3D1&qualifier=1658103740&id=8691826434416903&widgetName=sp_mtf
"Soontrans Green Gaming Chair with Massage,Racing Gamer Chair for Teens, Ergonomic Game Chair with Adjustable Headrest and Lumbar Support (Jungle Green)",$152.90,3.9 out of 5 stars,"2,004",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A03894861IEFWLV0QL5AP&url=%2FSoontrans-Ergonomic-Computer-High-Back-Adjustable%2Fdp%2FB08HN273BR%2Fref%3Dsr_1_534_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103740%26sr%3D8-534-spons%26psc%3D1&qualifier=1658103740&id=8691826434416903&widgetName=sp_mtf
Next Level Racing Pro Gaming Chair Leather & Suede Edition (NLR-G003),$352.34,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A082039827MKO3793KZU4&url=%2FNext-Level-Racing-Leather-NLR-G003%2Fdp%2FB09ZDBYSWL%2Fref%3Dsr_1_535_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103740%26sr%3D8-535-spons%26psc%3D1&qualifier=1658103740&id=8691826434416903&widgetName=sp_mtf
"Dvenger Office Desk Chairs, Office Chairs Clearance, Video Game Chairs, Gaming Chairs, Computer Gaming Chair, Gaming Chairs for Teens, Adults, Gamer, Blue",$97.99,4.3 out of 5 stars,518,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A0727744KJBYSVCAFW1Q&url=%2FDvenger-Office-Chairs-Clearance-Computer%2Fdp%2FB09JGHM988%2Fref%3Dsr_1_536_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103740%26sr%3D8-536-spons%26psc%3D1&qualifier=1658103740&id=8691826434416903&widgetName=sp_mtf
"DualThunder Gaming Office Chair, Ergonomic Cheap Gaming Chair, Computer Chairs Video Game Chairs, Reclining Rolling Gaming Chairs for Adults, Teens and Gamers, Desk Office Chairs Clearance, Blue",$99.99,4.1 out of 5 stars,94,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A08202621OX9P6QIX8YU1&url=%2FDualThunder-Ergonomic-Computer-Reclining-Clearance%2Fdp%2FB09QQ3PCST%2Fref%3Dsr_1_537_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103740%26sr%3D8-537-spons%26psc%3D1&qualifier=1658103740&id=8691826434416903&widgetName=sp_mtf
"VERTAGEAR Gaming Chair Elite Home Office Computer Desk High Back Racing Seat, P-Line PL1000 BIFMA Cert, Carbon Black",$329.99,4.5 out of 5 stars,36,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg12_1?ie=UTF8&adId=A05412543HNCJEG6BR3V6&url=%2FVERTAGEAR-Gaming-Office-Computer-Racing%2Fdp%2FB08NPBR3BB%2Fref%3Dsr_1_538_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103740%26sr%3D8-538-spons%26psc%3D1&qualifier=1658103740&id=8691826434416903&widgetName=sp_btf
Toszn DT530 Gaming Chair Ergonomic Office Chair with Flip-up Armrests Height Adjustable Video Game Chairs PU Leather Executive Office Computer Chair for Teens Adults Grey,$135.99,4.1 out of 5 stars,194,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg12_1?ie=UTF8&adId=A05731942UCXQSPEM00ML&url=%2FToszn-Ergonomic-Armrests-Adjustable-Executive%2Fdp%2FB09XQH5YNM%2Fref%3Dsr_1_539_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103740%26sr%3D8-539-spons%26psc%3D1&qualifier=1658103740&id=8691826434416903&widgetName=sp_btf
OUTFINE Heavy Duty Office Chair 400lbs Executive Office Chair Leather Desk Chair Computer Chair with Ergonomic Support Tilting Function Upholstered in Leather,$249.99,4.5 out of 5 stars,280,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg12_1?ie=UTF8&adId=A01636761E7ODZCKXI91R&url=%2FOUTFINE-Executive-Computer-Ergonomic-Upholstered%2Fdp%2FB09M6D6YS8%2Fref%3Dsr_1_540_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103740%26sr%3D8-540-spons%26psc%3D1&qualifier=1658103740&id=8691826434416903&widgetName=sp_btf
"Dvenger Office Desk Chairs, Office Chairs Clearance, Video Game Chairs, Gaming Chairs, Computer Gaming Chair, Gaming Chairs for Teens, Adults, Gamer, Blue",$99.99,4.3 out of 5 stars,518,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg13_1?ie=UTF8&adId=A01392651TEQILZD6DPR4&url=%2FDvenger-Office-Chairs-Clearance-Computer%2Fdp%2FB09TGXQ6SZ%2Fref%3Dsr_1_577_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103743%26sr%3D8-577-spons%26psc%3D1&qualifier=1658103743&id=7907354488220573&widgetName=sp_atf_next
"X Rocker 0780401 Sigma RGB PC Chair 2.0 BT X, 24.41"" x 20.87"" x 49.8"", Black",$326.92,3.9 out of 5 stars,74,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg13_1?ie=UTF8&adId=A0044604214P0688QJHKY&url=%2FRocker-Sigma-Chair-24-41-20-87%2Fdp%2FB0899CFP78%2Fref%3Dsr_1_578_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103743%26sr%3D8-578-spons%26psc%3D1&qualifier=1658103743&id=7907354488220573&widgetName=sp_atf_next
"Blue Whale Massage Gaming Chair with Footrest, Racing PC Computer Office Chair Swivel Ergonomic Executive Leather Desk Chair and Adjustable Armrests",$179.99,4.3 out of 5 stars,276,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg13_1?ie=UTF8&adId=A03092861QS7IVHOPFZX4&url=%2FBlue-Whale-Ergonomic-Executive-Adjustable%2Fdp%2FB08Z7G252Y%2Fref%3Dsr_1_579_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103743%26sr%3D8-579-spons%26psc%3D1%26smid%3DA10D09KAER4699&qualifier=1658103743&id=7907354488220573&widgetName=sp_atf_next
